Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status,,
"click(findTestObject(Object Repository/Page_ Town Square - FirstTeam Mattermost/button_Save""))""",Firefox 71.0,,,12/22/2019 1:07,,,PASSED,,
"click(findTestObject(Object Repository/Page_ Town Square - FirstTeam Mattermost/button_Close""))""",Firefox 71.0,,,12/22/2019 1:07,,,PASSED,,
closeBrowser(),Firefox 71.0,,,12/22/2019 1:07,,,PASSED,,
,,,,,,,,,
Test Cases/TestCase15GetInviteLink,Firefox 71.0,,,12/22/2019 1:07,12/22/2019 1:08,50.686s,PASSED,,
"openBrowser("")",Firefox 71.0,,,12/22/2019 1:07,,,PASSED,,
"navigateToUrl(https://cs300testautomatic.herokuapp.com/"")""",Firefox 71.0,,,12/22/2019 1:07,,,PASSED,,
"setText(findTestObject(Page_Mattermost/input_All team communication in one place s_703ef5"")"," ""giabeuu@gmail.com"")""",Firefox 71.0,,,12/22/2019 1:07,,,PASSED,
"setEncryptedText(findTestObject(Page_Mattermost/input_All team communication in one place s_2f2733"")"," ""GoUae4B8Jrc="")""",Firefox 71.0,,,12/22/2019 1:07,,,PASSED,
"sendKeys(findTestObject(Page_Mattermost/input_All team communication in one place s_2f2733"")"," Keys.chord(ENTER))""",Firefox 71.0,,,12/22/2019 1:07,,,PASSED,
"click(findTestObject(Object Repository/Page_ Town Square - FirstTeam Mattermost/div_Fi""))""",Firefox 71.0,,,12/22/2019 1:07,,,PASSED,,
"click(findTestObject(Page_ Town Square - FirstTeam Mattermost/svg""))""",Firefox 71.0,,,12/22/2019 1:08,,,PASSED,,
"click(findTestObject(Object Repository/Page_ Town Square - FirstTeam Mattermost/button_Get Team Invite Link""))""",Firefox 71.0,,,12/22/2019 1:08,,,PASSED,,
"click(findTestObject(Object Repository/Page_ Town Square - FirstTeam Mattermost/button_Copy Link""))""",Firefox 71.0,,,12/22/2019 1:08,,,PASSED,,
"click(findTestObject(Object Repository/Page_ Town Square - FirstTeam Mattermost/span_Close""))""",Firefox 71.0,,,12/22/2019 1:08,,,PASSED,,
closeBrowser(),Firefox 71.0,,,12/22/2019 1:08,,,PASSED,,
,,,,,,,,,
Test Cases/TestCase16AddMembersToChannel,Firefox 71.0,,,12/22/2019 1:08,12/22/2019 1:09,55.167s,PASSED,,
"openBrowser("")",Firefox 71.0,,,12/22/2019 1:08,,,PASSED,,
"navigateToUrl(https://cs300testautomatic.herokuapp.com/"")""",Firefox 71.0,,,12/22/2019 1:08,,,PASSED,,
"setText(findTestObject(Page_Mattermost/input_All team communication in one place s_703ef5 (24)"")"," ""dhieu@apcs.vn"")""",Firefox 71.0,,,12/22/2019 1:08,,,PASSED,
"setEncryptedText(findTestObject(Page_Mattermost/input_All team communication in one place s_2f2733 (24)"")"," ""iGDxf8hSRT4="")""",Firefox 71.0,,,12/22/2019 1:08,,,PASSED,
"click(findTestObject(Page_Mattermost/button_Sign in (13)""))""",Firefox 71.0,,,12/22/2019 1:08,,,PASSED,,
"click(findTestObject(Object Repository/Page_Town Square - FirstTeam Mattermost/div_Fi""))""",Firefox 71.0,,,12/22/2019 1:08,,,PASSED,,
"click(findTestObject(Object Repository/Page_Town Square - FirstTeam Mattermost/a_ChannelAddMember""))""",Firefox 71.0,,,12/22/2019 1:08,,,PASSED,,
"click(findTestObject(Object Repository/Page_ChannelAddMember - FirstTeam Mattermost/span_ChannelAddMember_channelHeaderDropdownIcon""))""",Firefox 71.0,,,12/22/2019 1:08,,,PASSED,,
"click(findTestObject(Object Repository/Page_ChannelAddMember - FirstTeam Mattermost/button_Add Members""))""",Firefox 71.0,,,12/22/2019 1:08,,,PASSED,,
"click(findTestObject(Object Repository/Page_ChannelAddMember - FirstTeam Mattermost/div_Nguyen Gia (GiaGia)_more-modal__actions--round""))""",Firefox 71.0,,,12/22/2019 1:08,,,PASSED,,
"click(findTestObject(Object Repository/Page_ChannelAddMember - FirstTeam Mattermost/button_Add""))""",Firefox 71.0,,,12/22/2019 1:09,,,PASSED,,
closeBrowser(),Firefox 71.0,,,12/22/2019 1:09,,,PASSED,,
,,,,,,,,,
Test Cases/TestCase17RemoveMemberFromChannel,Firefox 71.0,,,12/22/2019 1:09,12/22/2019 1:10,52.544s,FAILED,,
"openBrowser("")",Firefox 71.0,,,12/22/2019 1:09,,,PASSED,,
"navigateToUrl(https://cs300testautomatic.herokuapp.com/"")""",Firefox 71.0,,,12/22/2019 1:09,,,PASSED,,
"setText(findTestObject(Page_Mattermost/input_All team communication in one place s_703ef5 (25)"")"," ""dhieu@apcs.vn"")""",Firefox 71.0,,,12/22/2019 1:09,,,PASSED,
"setEncryptedText(findTestObject(Page_Mattermost/input_All team communication in one place s_2f2733 (25)"")"," ""iGDxf8hSRT4="")""",Firefox 71.0,,,12/22/2019 1:09,,,PASSED,
"click(findTestObject(Page_Mattermost/button_Sign in (14)""))""",Firefox 71.0,,,12/22/2019 1:09,,,PASSED,,
"click(findTestObject(Page_Town Square - FirstTeam Mattermost/div_Fi (1)""))""",Firefox 71.0,,,12/22/2019 1:09,,,PASSED,,
"click(findTestObject(Page_Town Square - FirstTeam Mattermost/a_ChannelAddMember (1)""))""",Firefox 71.0,,,12/22/2019 1:09,,,PASSED,,
"click(findTestObject(Page_ChannelAddMember - FirstTeam Mattermost/span_ChannelAddMember_channelHeaderDropdownIcon (1)""))""",Firefox 71.0,,,12/22/2019 1:09,,,PASSED,,
"click(findTestObject(Object Repository/Page_ChannelAddMember - FirstTeam Mattermost/button_Manage Members""))""",Firefox 71.0,,,12/22/2019 1:09,,,PASSED,,
"click(findTestObject(Object Repository/Page_ChannelAddMember - FirstTeam Mattermost/button_Channel MembergiabeuuRemove Member""))""",Firefox 71.0,,,12/22/2019 1:09,,,FAILED,,
,,,,,,,,,
Test Cases/TestCase18CreatePrivateChannel,Firefox 71.0,,,12/22/2019 1:10,12/22/2019 1:11,47.039s,PASSED,,
"openBrowser("")",Firefox 71.0,,,12/22/2019 1:10,,,PASSED,,
"navigateToUrl(https://cs300testautomatic.herokuapp.com/"")""",Firefox 71.0,,,12/22/2019 1:10,,,PASSED,,
"setText(findTestObject(Page_Mattermost/input_All team communication in one place s_703ef5 (3)"")"," ""dhieu@apcs.vn"")""",Firefox 71.0,,,12/22/2019 1:10,,,PASSED,
"setEncryptedText(findTestObject(Page_Mattermost/input_All team communication in one place s_2f2733 (3)"")"," ""iGDxf8hSRT4="")""",Firefox 71.0,,,12/22/2019 1:10,,,PASSED,
"click(findTestObject(Page_Mattermost/span_Sign in (1)""))""",Firefox 71.0,,,12/22/2019 1:10,,,PASSED,,
"click(findTestObject(Page_Town Square - FirstTeam Mattermost/span_ (1)""))""",Firefox 71.0,,,12/22/2019 1:10,,,PASSED,,
"setText(findTestObject(Page_Town Square - FirstTeam Mattermost/input_Name_newChannelName (1)"")"," ""privateChannel"")""",Firefox 71.0,,,12/22/2019 1:10,,,PASSED,
"click(findTestObject(Page_Town Square - FirstTeam Mattermost/span_Create New Channel (1)""))""",Firefox 71.0,,,12/22/2019 1:10,,,PASSED,,
closeBrowser(),Firefox 71.0,,,12/22/2019 1:11,,,PASSED,,
,,,,,,,,,
Test Cases/TestCase19CreatePublicChannel,Firefox 71.0,,,12/22/2019 1:11,12/22/2019 1:11,31.335s,PASSED,,
"openBrowser("")",Firefox 71.0,,,12/22/2019 1:11,,,PASSED,,
"navigateToUrl(https://cs300testautomatic.herokuapp.com/"")""",Firefox 71.0,,,12/22/2019 1:11,,,PASSED,,
"setText(findTestObject(Page_Mattermost/input_All team communication in one place s_703ef5 (4)"")"," ""dhieu@apcs.vn"")""",Firefox 71.0,,,12/22/2019 1:11,,,PASSED,
"setEncryptedText(findTestObject(Page_Mattermost/input_All team communication in one place s_2f2733 (4)"")"," ""iGDxf8hSRT4="")""",Firefox 71.0,,,12/22/2019 1:11,,,PASSED,
"click(findTestObject(Page_Mattermost/span_Sign in (2)""))""",Firefox 71.0,,,12/22/2019 1:11,,,PASSED,,
"click(findTestObject(Page_Town Square - FirstTeam Mattermost/span_ (2)""))""",Firefox 71.0,,,12/22/2019 1:11,,,PASSED,,
"click(findTestObject(Page_Town Square - FirstTeam Mattermost/input_Type_channelType (1)""))""",Firefox 71.0,,,12/22/2019 1:11,,,PASSED,,
"setText(findTestObject(Page_Town Square - FirstTeam Mattermost/input_Name_newChannelName"")"," ""publicChannel"")""",Firefox 71.0,,,12/22/2019 1:11,,,PASSED,
"click(findTestObject(Page_Town Square - FirstTeam Mattermost/span_Edit (1)""))""",Firefox 71.0,,,12/22/2019 1:11,,,PASSED,,
"click(findTestObject(Page_Town Square - FirstTeam Mattermost/span_Change Channel URL (1)""))""",Firefox 71.0,,,12/22/2019 1:11,,,PASSED,,
"click(findTestObject(Page_Town Square - FirstTeam Mattermost/span_Create New Channel (2)""))""",Firefox 71.0,,,12/22/2019 1:11,,,PASSED,,
closeBrowser(),Firefox 71.0,,,12/22/2019 1:11,,,PASSED,,
,,,,,,,,,
Test Cases/TestCase20LeaveChannel,Firefox 71.0,,,12/22/2019 1:11,12/22/2019 1:12,28.664s,PASSED,,
"openBrowser("")",Firefox 71.0,,,12/22/2019 1:11,,,PASSED,,
"navigateToUrl(https://cs300testautomatic.herokuapp.com/"")""",Firefox 71.0,,,12/22/2019 1:11,,,PASSED,,
"setText(findTestObject(Page_Mattermost/input_All team communication in one place s_703ef5"")"," ""dhieu@apcs.vn"")""",Firefox 71.0,,,12/22/2019 1:11,,,PASSED,
"setEncryptedText(findTestObject(Page_Mattermost/input_All team communication in one place s_2f2733"")"," ""iGDxf8hSRT4="")""",Firefox 71.0,,,12/22/2019 1:11,,,PASSED,
"click(findTestObject(Page_Mattermost/span_Sign in""))""",Firefox 71.0,,,12/22/2019 1:11,,,PASSED,,
"click(findTestObject(Object Repository/Page_Town Square - FirstTeam Mattermost/span_Channel3""))""",Firefox 71.0,,,12/22/2019 1:11,,,PASSED,,
"click(findTestObject(Object Repository/Page_Channel3 - FirstTeam Mattermost/span_Channel3_channelHeaderDropdownIcon""))""",Firefox 71.0,,,12/22/2019 1:11,,,PASSED,,
"click(findTestObject(Object Repository/Page_Channel3 - FirstTeam Mattermost/button_Leave Channel""))""",Firefox 71.0,,,12/22/2019 1:11,,,PASSED,,
closeBrowser(),Firefox 71.0,,,12/22/2019 1:11,,,PASSED,,
,,,,,,,,,
Test Cases/TestCase20RegisterNewAccount,Firefox 71.0,,,12/22/2019 1:16,12/22/2019 1:17,50.3s,PASSED,,
"openBrowser("")",Firefox 71.0,,,12/22/2019 1:16,,,PASSED,,
"navigateToUrl(https://cs300testautomatic.herokuapp.com/"")""",Firefox 71.0,,,12/22/2019 1:17,,,PASSED,,
"click(findTestObject(Page_Mattermost/span_Create one now (2)""))""",Firefox 71.0,,,12/22/2019 1:17,,,PASSED,,
"setText(findTestObject(Page_Mattermost/input_Choose your username_name (2)"")"," ""mymymymymymymym"")""",Firefox 71.0,,,12/22/2019 1:17,,,PASSED,
"setText(findTestObject(Page_Mattermost/input_concat(What  s your email address)_email (2)"")"," ""mymymy@mymymy.com"")""",Firefox 71.0,,,12/22/2019 1:17,,,PASSED,
"setEncryptedText(findTestObject(Page_Mattermost/input_Choose your password_password (2)"")"," ""iGDxf8hSRT4="")""",Firefox 71.0,,,12/22/2019 1:17,,,PASSED,
"click(findTestObject(Page_Mattermost/button_Create Account (1)""))""",Firefox 71.0,,,12/22/2019 1:17,,,PASSED,,
closeBrowser(),Firefox 71.0,,,12/22/2019 1:17,,,PASSED,,
,,,,,,,,,
Test Cases/TestCase21ForgotPass,Firefox 71.0,,,12/22/2019 1:17,12/22/2019 1:18,18.982s,PASSED,,
"openBrowser("")",Firefox 71.0,,,12/22/2019 1:17,,,PASSED,,
"navigateToUrl(https://cs300testautomatic.herokuapp.com/"")""",Firefox 71.0,,,12/22/2019 1:17,,,PASSED,,
"click(findTestObject(Object Repository/Page_Mattermost/span_I forgot my password""))""",Firefox 71.0,,,12/22/2019 1:18,,,PASSED,,
"setText(findTestObject(Object Repository/Page_Mattermost/input_To reset your password enter the emai_5f6d79"")"," ""test@test.com"")""",Firefox 71.0,,,12/22/2019 1:18,,,PASSED,
"sendKeys(findTestObject(Object Repository/Page_Mattermost/input_To reset your password enter the emai_5f6d79"")"," Keys.chord(ENTER))""",Firefox 71.0,,,12/22/2019 1:18,,,PASSED,
"click(findTestObject(Object Repository/Page_Mattermost/span_Please check your inbox""))""",Firefox 71.0,,,12/22/2019 1:18,,,PASSED,,
closeBrowser(),Firefox 71.0,,,12/22/2019 1:18,,,PASSED,,
,,,,,,,,,
Test Cases/TestCase22PinPost,Firefox 71.0,,,12/22/2019 1:18,12/22/2019 1:19,52.979s,FAILED,,
"openBrowser("")",Firefox 71.0,,,12/22/2019 1:18,,,PASSED,,
"navigateToUrl(https://cs300testautomatic.herokuapp.com/"")""",Firefox 71.0,,,12/22/2019 1:18,,,PASSED,,
"setText(findTestObject(Page_Mattermost/input_All team communication in one place s_703ef5 (22)"")"," ""giabeuu@gmail.com"")""",Firefox 71.0,,,12/22/2019 1:18,,,PASSED,
"setEncryptedText(findTestObject(Page_Mattermost/input_All team communication in one place s_2f2733 (22)"")"," ""GoUae4B8Jrc="")""",Firefox 71.0,,,12/22/2019 1:18,,,PASSED,
"sendKeys(findTestObject(Page_Mattermost/input_All team communication in one place s_2f2733 (22)"")"," Keys.chord(ENTER))""",Firefox 71.0,,,12/22/2019 1:18,,,PASSED,
"click(findTestObject(Object Repository/Page_ Town Square - FirstTeam Mattermost/span_ChannelsTest""))""",Firefox 71.0,,,12/22/2019 1:18,,,PASSED,,
"click(findTestObject(Object Repository/Page_ ChannelsTest - FirstTeam Mattermost/button_giabeuu_CENTER_button_8b3y5ekuc7rw9k_023a4c""))""",Firefox 71.0,,,12/22/2019 1:18,,,FAILED,,
,,,,,,,,,
Test Cases/TestCase23Un-PinPost,Firefox 71.0,,,12/22/2019 1:19,12/22/2019 1:19,57.701s,FAILED,,
"openBrowser("")",Firefox 71.0,,,12/22/2019 1:19,,,PASSED,,
"navigateToUrl(https://cs300testautomatic.herokuapp.com/"")""",Firefox 71.0,,,12/22/2019 1:19,,,PASSED,,
"setText(findTestObject(Page_Mattermost/input_All team communication in one place s_703ef5 (23)"")"," ""giabeuu@gmail.com"")""",Firefox 71.0,,,12/22/2019 1:19,,,PASSED,
"setEncryptedText(findTestObject(Page_Mattermost/input_All team communication in one place s_2f2733 (23)"")"," ""GoUae4B8Jrc="")""",Firefox 71.0,,,12/22/2019 1:19,,,PASSED,
"click(findTestObject(Page_Mattermost/button_Sign in (12)""))""",Firefox 71.0,,,12/22/2019 1:19,,,PASSED,,
"click(findTestObject(Object Repository/Page_ Town Square - FirstTeam Mattermost/a_ChannelsTest""))""",Firefox 71.0,,,12/22/2019 1:19,,,PASSED,,
"click(findTestObject(Object Repository/Page_ ChannelsTest - FirstTeam Mattermost/button_ChannelsTest_channelHeaderPinButton""))""",Firefox 71.0,,,12/22/2019 1:19,,,PASSED,,
"click(findTestObject(Object Repository/Page_ ChannelsTest - FirstTeam Mattermost/button_Pinned_SEARCH_button_8b3y5ekuc7rw9kh_b6bb8d""))""",Firefox 71.0,,,12/22/2019 1:19,,,FAILED,,
,,,,,,,,,
Test Cases/TestCase24AddNewHeaderOnOff-TopicChannel,Firefox 71.0,,,12/22/2019 1:19,12/22/2019 1:21,118.519s,FAILED,,
"openBrowser("")",Firefox 71.0,,,12/22/2019 1:19,,,PASSED,,
"navigateToUrl(https://cs300testautomatic.herokuapp.com/"")""",Firefox 71.0,,,12/22/2019 1:20,,,PASSED,,
"setText(findTestObject(Page_Mattermost/input_All team communication in one place s_703ef5 (14)"")"," ""giabeuu@gmail.com"")""",Firefox 71.0,,,12/22/2019 1:20,,,PASSED,
"setEncryptedText(findTestObject(Page_Mattermost/input_All team communication in one place s_2f2733 (14)"")"," ""GoUae4B8Jrc="")""",Firefox 71.0,,,12/22/2019 1:20,,,PASSED,
"click(findTestObject(Page_Mattermost/button_Sign in (4)""))""",Firefox 71.0,,,12/22/2019 1:20,,,PASSED,,
"click(findTestObject(Page_ Town Square - FirstTeam Mattermost/div_Fi (6)""))""",Firefox 71.0,,,12/22/2019 1:20,,,PASSED,,
"click(findTestObject(Object Repository/Page_ Town Square - FirstTeam Mattermost/span_Off-Topic""))""",Firefox 71.0,,,12/22/2019 1:20,,,PASSED,,
"click(findTestObject(Object Repository/Page_ Off-Topic - FirstTeam Mattermost/span_Add a channel description""))""",Firefox 71.0,,,12/22/2019 1:20,,,PASSED,,
"setText(findTestObject(Object Repository/Page_ Off-Topic - FirstTeam Mattermost/textarea_Edit the Channel Header_edit_textbox"")"," ""T"")""",Firefox 71.0,,,12/22/2019 1:21,,,FAILED,
,,,,,,,,,
Test Cases/TestCase25EditHeaderOnOff-TopicChannel,Firefox 71.0,,,12/22/2019 1:21,12/22/2019 1:22,62.869s,PASSED,,
"openBrowser("")",Firefox 71.0,,,12/22/2019 1:21,,,PASSED,,
"navigateToUrl(https://cs300testautomatic.herokuapp.com/"")""",Firefox 71.0,,,12/22/2019 1:22,,,PASSED,,
"setText(findTestObject(Page_Mattermost/input_All team communication in one place s_703ef5 (16)"")"," ""giabeuu@gmail.com"")""",Firefox 71.0,,,12/22/2019 1:22,,,PASSED,
"setEncryptedText(findTestObject(Page_Mattermost/input_All team communication in one place s_2f2733 (16)"")"," ""GoUae4B8Jrc="")""",Firefox 71.0,,,12/22/2019 1:22,,,PASSED,
"click(findTestObject(Page_Mattermost/button_Sign in (6)""))""",Firefox 71.0,,,12/22/2019 1:22,,,PASSED,,
"click(findTestObject(Page_ Town Square - FirstTeam Mattermost/div_Fi (8)""))""",Firefox 71.0,,,12/22/2019 1:22,,,PASSED,,
"click(findTestObject(Page_ Town Square - FirstTeam Mattermost/span_Off-Topic (2)""))""",Firefox 71.0,,,12/22/2019 1:22,,,PASSED,,
"click(findTestObject(Page_ Off-Topic - FirstTeam Mattermost/span_Off-Topic_channelHeaderDropdownIcon (1)""))""",Firefox 71.0,,,12/22/2019 1:22,,,PASSED,,
"click(findTestObject(Page_ Off-Topic - FirstTeam Mattermost/button_Edit Channel Header (1)""))""",Firefox 71.0,,,12/22/2019 1:22,,,PASSED,,
"setText(findTestObject(Object Repository/Page_ Off-Topic - FirstTeam Mattermost/textarea_Edited Header"")"," ""E"")""",Firefox 71.0,,,12/22/2019 1:22,,,PASSED,
"setText(findTestObject(Page_ Off-Topic - FirstTeam Mattermost/textarea_E (1)"")"," ""Ed"")""",Firefox 71.0,,,12/22/2019 1:22,,,PASSED,
"setText(findTestObject(Page_ Off-Topic - FirstTeam Mattermost/textarea_Ed (1)"")"," ""Edi"")""",Firefox 71.0,,,12/22/2019 1:22,,,PASSED,
"setText(findTestObject(Page_ Off-Topic - FirstTeam Mattermost/textarea_Edi (1)"")"," ""Edit"")""",Firefox 71.0,,,12/22/2019 1:22,,,PASSED,
"setText(findTestObject(Page_ Off-Topic - FirstTeam Mattermost/textarea_Edit (1)"")"," ""Edite"")""",Firefox 71.0,,,12/22/2019 1:22,,,PASSED,
"setText(findTestObject(Page_ Off-Topic - FirstTeam Mattermost/textarea_Edite (1)"")"," ""Edited"")""",Firefox 71.0,,,12/22/2019 1:22,,,PASSED,
"setText(findTestObject(Page_ Off-Topic - FirstTeam Mattermost/textarea_Edited (1)"")"," ""Edited "")""",Firefox 71.0,,,12/22/2019 1:22,,,PASSED,
"setText(findTestObject(Page_ Off-Topic - FirstTeam Mattermost/textarea_Edited_1 (1)"")"," ""Edited H"")""",Firefox 71.0,,,12/22/2019 1:22,,,PASSED,
"setText(findTestObject(Page_ Off-Topic - FirstTeam Mattermost/textarea_Edited H (1)"")"," ""Edited He"")""",Firefox 71.0,,,12/22/2019 1:22,,,PASSED,
"setText(findTestObject(Page_ Off-Topic - FirstTeam Mattermost/textarea_Edited He (1)"")"," ""Edited Hea"")""",Firefox 71.0,,,12/22/2019 1:22,,,PASSED,
"setText(findTestObject(Page_ Off-Topic - FirstTeam Mattermost/textarea_Edited Hea (1)"")"," ""Edited Head"")""",Firefox 71.0,,,12/22/2019 1:22,,,PASSED,
"setText(findTestObject(Page_ Off-Topic - FirstTeam Mattermost/textarea_Edited Head (1)"")"," ""Edited Heade"")""",Firefox 71.0,,,12/22/2019 1:22,,,PASSED,
"setText(findTestObject(Page_ Off-Topic - FirstTeam Mattermost/textarea_Edited Heade (1)"")"," ""Edited Header"")""",Firefox 71.0,,,12/22/2019 1:22,,,PASSED,
"click(findTestObject(Page_ Off-Topic - FirstTeam Mattermost/button_Save (2)""))""",Firefox 71.0,,,12/22/2019 1:22,,,PASSED,,
closeBrowser(),Firefox 71.0,,,12/22/2019 1:22,,,PASSED,,
,,,,,,,,,
Test Cases/TestCase26RemoveHeaderOnOff-TopicChannel,Firefox 71.0,,,12/22/2019 1:23,12/22/2019 1:23,59.036s,PASSED,,
"openBrowser("")",Firefox 71.0,,,12/22/2019 1:23,,,PASSED,,
"navigateToUrl(https://cs300testautomatic.herokuapp.com/"")""",Firefox 71.0,,,12/22/2019 1:23,,,PASSED,,
"setText(findTestObject(Page_Mattermost/input_All team communication in one place s_703ef5 (26)"")"," ""giabeuu@gmail.com"")""",Firefox 71.0,,,12/22/2019 1:23,,,PASSED,
"setEncryptedText(findTestObject(Page_Mattermost/input_All team communication in one place s_2f2733 (26)"")"," ""GoUae4B8Jrc="")""",Firefox 71.0,,,12/22/2019 1:23,,,PASSED,
"click(findTestObject(Page_Mattermost/button_Sign in (15)""))""",Firefox 71.0,,,12/22/2019 1:23,,,PASSED,,
"click(findTestObject(Page_ Town Square - FirstTeam Mattermost/div_Fi (11)""))""",Firefox 71.0,,,12/22/2019 1:23,,,PASSED,,
"click(findTestObject(Object Repository/Page_ Town Square - FirstTeam Mattermost/a_Off-Topic""))""",Firefox 71.0,,,12/22/2019 1:23,,,PASSED,,
"click(findTestObject(Page_ Off-Topic - FirstTeam Mattermost/span_Off-Topic_channelHeaderDropdownIcon (2)""))""",Firefox 71.0,,,12/22/2019 1:23,,,PASSED,,
"click(findTestObject(Page_ Off-Topic - FirstTeam Mattermost/button_Edit Channel Header (2)""))""",Firefox 71.0,,,12/22/2019 1:23,,,PASSED,,
"setText(findTestObject(Page_ Off-Topic - FirstTeam Mattermost/textarea_Edited Header (1)"")"," """")""",Firefox 71.0,,,12/22/2019 1:23,,,PASSED,
"click(findTestObject(Page_ Off-Topic - FirstTeam Mattermost/button_Save (3)""))""",Firefox 71.0,,,12/22/2019 1:23,,,PASSED,,
closeBrowser(),Firefox 71.0,,,12/22/2019 1:23,,,PASSED,,
,,,,,,,,,
Test Cases/TestCase27Add(Remove)Off-TopicChannelTo(From)Favorites,Firefox 71.0,,,12/22/2019 1:23,12/22/2019 1:24,54.234s,PASSED,,
"openBrowser("")",Firefox 71.0,,,12/22/2019 1:23,,,PASSED,,
"navigateToUrl(https://cs300testautomatic.herokuapp.com/"")""",Firefox 71.0,,,12/22/2019 1:24,,,PASSED,,
"setText(findTestObject(Page_Mattermost/input_All team communication in one place s_703ef5 (18)"")"," ""giabeuu@gmail.com"")""",Firefox 71.0,,,12/22/2019 1:24,,,PASSED,
"setEncryptedText(findTestObject(Page_Mattermost/input_All team communication in one place s_2f2733 (18)"")"," ""GoUae4B8Jrc="")""",Firefox 71.0,,,12/22/2019 1:24,,,PASSED,
"click(findTestObject(Page_Mattermost/button_Sign in (8)""))""",Firefox 71.0,,,12/22/2019 1:24,,,PASSED,,
"click(findTestObject(Page_ Town Square - FirstTeam Mattermost/div_Fi (10)""))""",Firefox 71.0,,,12/22/2019 1:24,,,PASSED,,
"click(findTestObject(Page_ Town Square - FirstTeam Mattermost/span_Off-Topic (4)""))""",Firefox 71.0,,,12/22/2019 1:24,,,PASSED,,
"click(findTestObject(Object Repository/Page_ Off-Topic - FirstTeam Mattermost/i_Drop a file to upload it_icon fa fa-star""))""",Firefox 71.0,,,12/22/2019 1:24,,,PASSED,,
closeBrowser(),Firefox 71.0,,,12/22/2019 1:24,,,PASSED,,
,,,,,,,,,
Test Cases/TestCase28CreateMoreTeam(NewTeamTesting),Firefox 71.0,,,12/22/2019 1:24,12/22/2019 1:25,24.045s,PASSED,,
"openBrowser("")",Firefox 71.0,,,12/22/2019 1:24,,,PASSED,,
"navigateToUrl(https://cs300testautomatic.herokuapp.com/"")""",Firefox 71.0,,,12/22/2019 1:24,,,PASSED,,
"setText(findTestObject(Page_Mattermost/input_All team communication in one place s_703ef5 (19)"")"," ""giabeuu@gmail.com"")""",Firefox 71.0,,,12/22/2019 1:25,,,PASSED,
"setEncryptedText(findTestObject(Page_Mattermost/input_All team communication in one place s_2f2733 (19)"")"," ""GoUae4B8Jrc="")""",Firefox 71.0,,,12/22/2019 1:25,,,PASSED,
"click(findTestObject(Page_Mattermost/button_Sign in (9)""))""",Firefox 71.0,,,12/22/2019 1:25,,,PASSED,,
"click(findTestObject(Page_ Town Square - FirstTeam Mattermost/svg (2)""))""",Firefox 71.0,,,12/22/2019 1:25,,,PASSED,,
"click(findTestObject(Page_ Town Square - FirstTeam Mattermost/a_Create a New Team (1)""))""",Firefox 71.0,,,12/22/2019 1:25,,,PASSED,,
"setText(findTestObject(Page_ Town Square - FirstTeam Mattermost/input_Team Name_teamNameInput (1)"")"," ""NewTeamTesting"")""",Firefox 71.0,,,12/22/2019 1:25,,,PASSED,
"click(findTestObject(Object Repository/Page_ Town Square - FirstTeam Mattermost/button_Next""))""",Firefox 71.0,,,12/22/2019 1:25,,,PASSED,,
"click(findTestObject(Object Repository/Page_ Town Square - FirstTeam Mattermost/input_httpscs300testautomaticherokuappcom_t_44e657""))""",Firefox 71.0,,,12/22/2019 1:25,,,PASSED,,
"setText(findTestObject(Object Repository/Page_ Town Square - FirstTeam Mattermost/input_httpscs300testautomaticherokuappcom_t_44e657"")"," ""newteamtesting"")""",Firefox 71.0,,,12/22/2019 1:25,,,PASSED,
"click(findTestObject(Page_ Town Square - FirstTeam Mattermost/button_Finish (1)""))""",Firefox 71.0,,,12/22/2019 1:25,,,PASSED,,
closeBrowser(),Firefox 71.0,,,12/22/2019 1:25,,,PASSED,,
,,,,,,,,,
Test Cases/TestCase29LeaveTeam(NewTeamTesting),Firefox 71.0,,,12/22/2019 1:25,12/22/2019 1:25,23.402s,PASSED,,
"openBrowser("")",Firefox 71.0,,,12/22/2019 1:25,,,PASSED,,
"navigateToUrl(https://cs300testautomatic.herokuapp.com/"")""",Firefox 71.0,,,12/22/2019 1:25,,,PASSED,,
"setText(findTestObject(Page_Mattermost/input_All team communication in one place s_703ef5 (20)"")"," ""giabeuu@gmail.com"")""",Firefox 71.0,,,12/22/2019 1:25,,,PASSED,
"setEncryptedText(findTestObject(Page_Mattermost/input_All team communication in one place s_2f2733 (20)"")"," ""GoUae4B8Jrc="")""",Firefox 71.0,,,12/22/2019 1:25,,,PASSED,
"click(findTestObject(Page_Mattermost/button_Sign in (10)""))""",Firefox 71.0,,,12/22/2019 1:25,,,PASSED,,
"click(findTestObject(Object Repository/Page_ Town Square - FirstTeam Mattermost/div_Ne""))""",Firefox 71.0,,,12/22/2019 1:25,,,PASSED,,
"click(findTestObject(Object Repository/Page_ Town Square - NewTeamTesting Mattermost/svg""))""",Firefox 71.0,,,12/22/2019 1:25,,,PASSED,,
"click(findTestObject(Object Repository/Page_ Town Square - NewTeamTesting Mattermost/button_Leave Team""))""",Firefox 71.0,,,12/22/2019 1:25,,,PASSED,,
"click(findTestObject(Object Repository/Page_ Town Square - NewTeamTesting Mattermost/button_Yes""))""",Firefox 71.0,,,12/22/2019 1:25,,,PASSED,,
closeBrowser(),Firefox 71.0,,,12/22/2019 1:25,,,PASSED,,
,,,,,,,,,
